Tên công việc,Công ty,Bằng cấp,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Số lượng,Yêu cầu,Link
Nhân Viên Content Marketing,Công Ty TNHH Nội Thất Gỗ Xinh,Cao đẳng,8 - 10 triệu,Hà Nội,05/12/2023,Chuyên viên- nhân viên,Marketing,1 năm,Toàn thời gian cố định,1,"· Bằng cấp: Cao đẳng, Đại học· Chuyên ngành: Báo chí, ngoại ngữ, marketing và các ngành liên quan. Có LAPTOP cá nhân· Kinh nghiệm: 1 năm· Giới tính: Nữ· Có kiến thức về marketing căn bản và biết phân tích thị trường.· Có kỹ năng quản lý, lập kế hoạch và làm việc nhóm.+ Viết lách tốt, có kỹ năng xử lý thông tin",https://vieclam24h.vn/marketing/nhan-vien-content-marketing-c12p73id200289693.
Chuyên Viên Tuyển Dụng,Công Ty Cổ Phần Đầu Tư Và Kinh Doanh Phúc Lộc,Cao đẳng,12 - 15 triệu,Hà Nội,05/12/2023,Chuyên viên- nhân viên,Hành chính - Thư ký/Marketing/Nhân sự,1 năm,Toàn thời gian cố định,2,"- Có kinh nghiệm tối thiểu từ 01 năm trở lên ở các vị trí chuyên viên tuyển dụng, nhà tuyển dụng hoặc các vai trò tương tự.- Đã tốt nghiệp cao đẳng, đại học các ngành Nhân sự, Quản trị nhân lực hoặc các ngành có liên quan.- Nhanh nhẹn, tháo vát, ham học hỏi, chịu thương chịu khó, chăm chỉ và trung thực.- Có kiến thức về việc tìm kiếm nguồn nhân lực tiềm năng thông qua các phương tiện truyền thông, mạng xã hội hay các trang web chuyên về một lĩnh vực nào đó như Facebook, Instagram v.v.- Có kiến thức, kinh nghiệm sử dụng hệ thống quản lý tuyển dụng.- Sử dụng tốt các phần mềm cơ bản như Word, Excel v.v.- Có kỹ năng tương tác, đàm phán tốt.- Có kỹ năng viết và giao tiếp xã hội tốt.- Tinh thần đồng đội và tinh thần trách nhiệm cao.- Có khả năng lập kế hoạch, chủ động hợp tác tìm hướng giải quyết cho những vấn đề phát sinh.",https://vieclam24h.vn/hanh-chinh-thu-ky/chuyen-vien-tuyen-dung-c1p73id200289756.
Thực Tập Sinh Mảng Thiết Kế,Công Ty Cổ Phần Dịch Vụ Tang Lễ Blackstones,Không yêu cầu bằng cấp,3 - 5 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Thiết kế - Sáng tạo nghệ thuật/Marketing,Chưa có kinh nghiệm,Toàn thời gian cố định,2,"Năm 3 hoặc năm 4 các trường cao đẳng/ đại học chuyên ngành: Marketing, báo chí, truyền thôngThành thạo vi tính văn phòng và các phần mềm ứng dụngSử dụng căn bản các phần mềm như: illustrator , Photoshop...Biết edit video cơ bản, biết sử dụng Premiere Pro , After Effect là một lợi thếCó khả năng nghe, đọc hiểu Tiếng AnhTinh thần teamwork, chịu được áp lực tốt và có khả năng sáng tạo",https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/thuc-tap-sinh-mang-thiet-ke-c3p122id200281359.
[Bà Rịa - Vũng Tàu] Nhân Viên PR,Công Ty TNHH Yakult Việt Nam,Đại học,9 - 12 triệu,Bà Rịa - Vũng Tàu,05/12/2023,Chuyên viên- nhân viên,Marketing/Hóa học - Hóa sinh/Công nghệ thực phẩm - Dinh dưỡng,Chưa có kinh nghiệm,Toàn thời gian cố định,1," Tốt nghiệp Đại học chuyên ngành vi sinh vật, công nghệ sinh học hoặc các ngành liên quan.Sinh năm 1994 trở về sau. Đọc hiểu tiếng Anh là một lợi thế.Thành thạo vi tính văn phòngHoạt bát, giao tiếp tốt, có khả năng thuyết trình trước đám đông.Năng động, chịu khó, tích cực trong các hoạt động ngoài trời.",https://vieclam24h.vn/marketing/ba-ria-vung-tau-nhan-vien-pr-c12p121id200289757.
[Tây Ninh] Nhân Viên PR,Công Ty TNHH Yakult Việt Nam,Đại học,9 - 12 triệu,Tây Ninh,05/12/2023,Chuyên viên- nhân viên,Marketing/Hóa học - Hóa sinh/Công nghệ thực phẩm - Dinh dưỡng,Chưa có kinh nghiệm,Toàn thời gian cố định,1," Tốt nghiệp Đại học chuyên ngành vi sinh vật, công nghệ sinh học hoặc các ngành liên quan.Sinh năm 1994 trở về sau. Đọc hiểu tiếng Anh là một lợi thế.Thành thạo vi tính văn phòngHoạt bát, giao tiếp tốt, có khả năng thuyết trình trước đám đông.Năng động, chịu khó, tích cực trong các hoạt động ngoài trời.",https://vieclam24h.vn/marketing/tay-ninh-nhan-vien-pr-c12p118id200289751.
[Bình Thuận] Nhân Viên PR,Công Ty TNHH Yakult Việt Nam,Đại học,9 - 12 triệu,Bình Thuận,05/12/2023,Chuyên viên- nhân viên,Marketing/Hóa học - Hóa sinh/Công nghệ thực phẩm - Dinh dưỡng,Chưa có kinh nghiệm,Toàn thời gian cố định,1," Tốt nghiệp Đại học chuyên ngành vi sinh vật, công nghệ sinh học hoặc các ngành liên quan.Sinh năm 1994 trở về sau. Đọc hiểu tiếng Anh là một lợi thế.Thành thạo vi tính văn phòngHoạt bát, giao tiếp tốt, có khả năng thuyết trình trước đám đông.Năng động, chịu khó, tích cực trong các hoạt động ngoài trời.",https://vieclam24h.vn/marketing/binh-thuan-nhan-vien-pr-c12p111id200289748.
Nhân Viên Google Ads,Công Ty Cổ Phần Thương Mại Và Đầu Tư Gia Vũ,Cao đẳng,12 - 20 triệu,Hà Nội,05/12/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,1,"Tốt nghiệp từ Cao đẳng trở lên các chuyên ngành Marketing, Quản trị kinh doanh, CNTT hoặc liên quan.Kiến thức chuyên sâu về Google Ads và Google Analytics.Kinh nghiệm chạy Google Ads trên 2 năm. Đặc biệt đối với các loại hình QC (Discovery Youtube, Display Network, Video ads, Smart, Shoping Ads).Ngân sách từng chạy trung bình > 300tr/tháng trong ngành bán lẻ.Kỹ năng phân tích thông tin, quản lý ngân sáchKhả năng tập trung và chịu được áp lực công việc.Kỹ năng giao tiếp và làm việc nhóm.Khả năng làm việc độc lập, làm việc nhóm, tinh thần trách nhiệm cao với công việc.Là người cầu tiến, cầu toàn và chủ động trong công việc.",https://vieclam24h.vn/marketing/nhan-vien-google-ads-c12p73id200289274.
Nhân Viên Kinh Doanh Thị Trường,Công Ty TNHH Cà Phê Pulls,Cao đẳng,8 - 20 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Marketing,1 năm,Toàn thời gian cố định,4,"- Tốt nghiệp Đại học / Cao đẳng chuyên ngành: Kinh tế, Quản trị kinh doanh, Marketing.- Có kinh nghiệm từ 1-2 năm trở lên về kinh doanh bán hàng ở các vị trí tương đương.- Ưu tiên ứng viên đã từng đi thị trường, nhân viên kinh doanh của ngành hàng bán lẻ.- Thái độ nghiêm túc, kỷ luật- Trung thực, học hỏi cầu tiến- Đam mê kinh doanh, nhanh nhẹn, thích nghi làm việc nhóm.- Không ngại đi thị trường, công tác, làm việc xa",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thi-truong-c13p122id200270864.
Trưởng Phòng Marketing,Công Ty TNHH Đầu Tư Tâm Thức,Đại học,15 - 20 triệu,TP.HCM,05/12/2023,Quản lý nhóm- giám sát,Marketing/Bán hàng - Kinh doanh,3 năm,Toàn thời gian cố định,2,"Kinh nghiệm trên 3 năm trở lên ngành FnBƯu tiên học ngành MKT, kinh tếBiết giao tiếp và lắng nghe, biết tự tổ chức công việcĐịnh hướng lâu dài.Lên được kế hoạch xây dựng thương hiệu và hướng dẫn thực thi",https://vieclam24h.vn/marketing/truong-phong-marketing-c12p122id200289881.
Leader Marketing,Công Ty Tnhh Đầu Tư Thương Mại Và Dịch Vụ Peso,Không yêu cầu bằng cấp,12 - 20 triệu,Hà Nội,05/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Thiết kế - Sáng tạo nghệ thuật,2 năm,Toàn thời gian cố định,1,"- Tốt nghiệp Đại học chuyên ngành Marketing, Truyền thông. Quản trị Kinh doanh, Kinh tế- Tối thiểu 2-5 năm kinh nghiệm ở vị trí tương đương, ưu tiên ứng viên có kinh nghiệm trong lĩnh vực Kinh doanh cho các dự án lớn.- Có kiến thức và kinh nghiệm về Brand Marketing, am hiểu các kênh online- Có laptop và phương tiện đi lại.",https://vieclam24h.vn/marketing/leader-marketing-c12p73id200289836.
Trưởng Nhóm Phát Triển Thị Trường,Công Ty TNHH Đầu Tư Và Phát Triển Hsd,Cao đẳng,10 - 20 triệu,Hà Nội,05/12/2023,Quản lý nhóm- giám sát,Marketing/Bán hàng - Kinh doanh/Chăm sóc khách hàng,1 năm,Toàn thời gian cố định,5,"-         Tốt nghiệp chuyên ngành về Kinh tế, quản trị kinh doanh và các chuyên ngành liên quan khác.-         Năng động trong công việc-         Khả năng giao tiếp tốt, kỹ năng đàm phán, thuyết phục khách hàng-         Có khả năng phân tích, đánh giá thị trường-         Thành thạo tin học văn phòng.",https://vieclam24h.vn/marketing/truong-nhom-phat-trien-thi-truong-c12p73id200289638.
Nhân Viên Thiết Kế- Mảng Du Lịch,Công Ty CP Truyền Thông Và Du Lịch Saigon Star,Cao đẳng,7 - 13 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Thiết kế - Sáng tạo nghệ thuật/Marketing/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,2,"- Có kiến thức về thẩm mỹ (màu sắc, bố cục, xu hướng)- Chủ động trong công việc, sáng tạo, ham học hỏi và có khả năng nắm bắt xu hướng- Cẩn thận, hòa đồng, có khả năng làm việc độc lập và làm việc nhóm.- Khả năng thích nghi và suy nghĩ tích cực trong mọi tình huống.- Khả năng quản lý thời gian và sắp xếp luồng công việc nhằm đảm bảo đúng tiến độ được giao.- Sử dụng thành thạo hoặc đạt được ít nhất 80% các phần mềm thiết kế chuyên dụng (Photoshop, AI, AE, Premier...). Trong đó một cho hình ảnh và một cho video.- Hồ sơ ứng tuyển cần bao gồm ít nhất 3 sản phẩm hoặc dự án thiết kế đã làm bao gồm cả hình ảnh và video. (Gửi kèm Portfolio/ link Portfolio khi ứng tuyển)- Giới Tính: Nam/Nữ.- Trình độ: Tốt nghiệp Cao đẳng/Đại học chuyên ngành Thiết kế hoặc liên quan.- Có khả năng chịu áp lực và cường độ công việc cao; có tinh thần trách nhiệm và trung thực.",https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-mang-du-lich-c3p122id200289821.
Quản Lý Ngành Hàng (Fmcg),Công Ty TNHH Hyperion,Đại học,30 - 50 triệu,TP.HCM,05/12/2023,Quản lý cấp trung,Marketing/Thực phẩm - Đồ uống/Bán hàng - Kinh doanh,5 năm,Toàn thời gian cố định,1,"Trình độ chuyên môn: Đại học trở lên.Có kiến thức và chuyên môn về Marketing và Trade Marketing.Có kiến thức về hệ thống phân phối MT và GT.Trên 5 năm kinh nghiệm về Marketing, đặc biệt là ở vị trí quản lý ít nhất 2 năm.Có kinh nghiệm làm việc trong ngành hàng FMCG, các công ty sản xuất hoặc phân phối.Có kinh nghiệm làm trong ngành hàng gia vị, dầu ăn, sốt là một lợi thế.Tiếng Anh (nghe, nói, đọc, viết)Microsoft Office (Excel, Power point)",https://vieclam24h.vn/marketing/quan-ly-nganh-hang-fmcg-c12p122id200288514.
Trưởng Nhóm Kinh Doanh - Leader Sale Mảng Fitness,Công Ty TNHH Cmfit,Cao đẳng,7 - 35 triệu,Đà Nẵng,05/12/2023,Quản lý nhóm- giám sát,Marketing/Bán hàng - Kinh doanh/Chăm sóc khách hàng,1 năm,Toàn thời gian cố định,3,"- Am hiểu kiến thức cơ bản về mảng fitness, yoga.- Kỹ năng bán hàng- Có kinh nghiệm trong mảng fitness- Kỹ năng lãnh đạo và quản lý nhóm- Kỹ năng giao tiếp- Tư duy phân tích và quản lý dữ liệu- Tinh cần cạnh tranh, không ngừng phát triển- Kỹ năng quản lý thời gian- Kỹ năng giải quyết vấn đề, xử lý tình huống- Trung thực, Thấu hiểu – đồng cảm – luôn sẵn sàng giúp đỡ team",https://vieclam24h.vn/marketing/truong-nhom-kinh-doanh-leader-sale-mang-fitness-c12p104id200289789.
Trưởng Bộ Phận Media Lĩnh Vực Đồ Gia Dụng (Thu Nhập Lên Đến 25 Triệu),Công Ty Cổ Phần Tập Đoàn Ukg,Đại học,25 - 30 triệu,Hà Nội,05/12/2023,Quản lý cấp trung,Marketing/Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập,2 năm,Toàn thời gian cố định,1,"Tốt nghiệp Đại học chuyên ngành Marketing, Truyền thông, Thiết kế hoặc chuyên ngành liên quanKhả năng sáng tạo,tư duy thẩm mỹ và lên ý tưởng tốtCập nhật trend liên tục, đã làm trong Lĩnh vực gia dụng là 1 lợi thế.Kinh nghiệm tối thiểu 2 năm ở vị trí Leader Media hoặc các vị trí tương đương.Có khả năng làm việc độc lập, phối hợp nhóm và chịu được áp lực cao.",https://vieclam24h.vn/marketing/truong-bo-phan-media-linh-vuc-do-gia-dung-thu-nhap-len-den-25-trieu-c12p73id200289428.
Chuyên Viên Phát Triển Thương Hiệu,Công Ty Cổ Phần Bệnh Viện Quốc Tế Chấn Thương Chỉnh Hình Sài Gòn - Đồng Nai,Cao đẳng,20 - 50 triệu,Đồng Nai,05/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập,2 năm,Toàn thời gian cố định,1,"Tốt nghiệp các chuyên ngành Marketing, Truyền thông, PR, Báo chí…Có 02 năm kinh nghiệm ở vị trí tương đương. Ưu tiên ứng viên có kinh nghiệm trong các công ty startup.Khả năng phân tích và tổng hợp tốt.",https://vieclam24h.vn/marketing/chuyen-vien-phat-trien-thuong-hieu-c12p120id200276001.
Nhân Viên Marketing,Công Ty Cổ Phần Tư Vấn Và Truyền Thông Insightedu,Không yêu cầu bằng cấp,5 - 10 triệu,Nam Định,05/12/2023,Chuyên viên- nhân viên,Marketing,1 năm,Toàn thời gian cố định,5,"- Có kinh nghiệm trong chạy quảng cáo các kênh: Facebook/ Google/ Zalo/ SEO....- Có kinh nghiệm làm việc trong các mảng giáo dục, bán hàng trên các trang thương mại điện tử là một lợi thế.- Có khả năng đọc và phân tích số liệu; chủ động học hỏi và nghiên cứu kiến thức mới.",https://vieclam24h.vn/marketing/nhan-vien-marketing-c12p96id200289688.
Nhân Viên Thị Trường - Làm Việc Tại Đà Nẵng,Công Ty CP Tôn Đông Á,Cao đẳng,10 - 12 triệu,Đà Nẵng,05/12/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing,1 năm,Toàn thời gian cố định,2,"-        Giới tính Nam-         Trình độ: Cao đẳng trở lên ngành Quản trị Kinh doanh/ Thương mại/ Marketing (hoặc tương đương).-         Kinh nghiệm ít nhất 1 năm đi làm vị trí tương đương, hiểu biết ngành thép.-         Tin học: tối thiểu chứng chỉ A, sử dụng thanh thạo tin học văn phòng (MS Excel, Word, Powper Point, Outlook, … Chấp nhận đi công tác theo sự điều động của trưởng đơn vị.",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-thi-truong-lam-viec-tai-da-nang-c13p104id200289767.
Thực Tập Sinh Marketing Tiktok Ads Fulltime,Công Ty Cổ Phần Smilee Việt Nam,Cao đẳng,5 - 7 triệu,Hà Nội,05/12/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Thực tập sinh,Chưa có kinh nghiệm,Toàn thời gian cố định,3,"Không yêu cầu kinh nghiệmƯu tiên ứng viên có kinh nghiệm chạy ads video hoặc biết lên ads cơ bảnTư duy làm video, dẫn dắt nội dung tốtChăm chỉ testing các video quảng cáo hàng ngàyCó tư duy phân tích số liệu tốtCó laptop cá nhân và làm FULLTIME;Biết edit video cơ bản",https://vieclam24h.vn/marketing/thuc-tap-sinh-marketing-tiktok-ads-fulltime-c12p73id200289669.
Trưởng Phòng Kinh Doanh Bao Bì Carton,Công ty TNHH Thương Mại Sản Xuất Bao Bì Carton Geleximco,Cao đẳng,18 - 20 triệu,Hưng Yên,05/12/2023,Quản lý cấp trung,Marketing/Bán hàng - Kinh doanh/Nghề nghiệp khác,5 năm,Toàn thời gian cố định,1,"-Có ít nhất 5 năm kinh nghiệm làm việc trong ngành bao bì carton, in ấn. Am hiểu sâu về sản xuất thùng carton là một lợi thế.-Sử dụng thành thạo vi tính văn phòng, các phần mềm liên quan đến công việc, làm việc độc lập.-Có khả năng viết văn bản, tóm tắt, viết báo cáo rõ ràng, dễ nghe khéo léo trong giao tiếp, nhiệt tình, chủ động trong công việc.-Không trở ngại trong việc di chuyển phát triển Thị trường",https://vieclam24h.vn/marketing/truong-phong-kinh-doanh-bao-bi-carton-c12p93id200289753.
"Nhân Viên Thiết Kế Kiến Trúc Nội Thất 2D, 3D (Có Kinh Nghiệm)",Công Ty TNHH Thiết Kế Xây Dựng Chân Trời Mới,Trung cấp,12 - 18 triệu,TP.HCM,05/12/2023,Chuyên viên- nhân viên,Thiết kế - Sáng tạo nghệ thuật/Kiến trúc - Thiết kế nội ngoại thất/Marketing,2 năm,Toàn thời gian cố định,2,"Có kinh nghiệm 2 năm trong lĩnh vực thiết kế kiến trúc hoặc nội thất.Sử dụng thành thạo các phần mềm 3D, 2D nếu và các phần mềm hỗ trợ render như 3D max, Sketchup, Lumion, Vray, Indesign, photoshop powerpoint hoặc các phần mềm khác, tùy theo Khả năng.",https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-kien-truc-noi-that-2d-3d-co-kinh-nghiem-c3p122id200284502.
