Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Marketing Trainee,Công Ty Cổ Phần Cà Phê Olympic,Thương lượng,Hồ Chí Minh,12/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Content Marketing, Communication Marketing, Marketing Research, Brand Marketing",https://www.vietnamworks.com/marketing-trainee--1724232-jv?source=searchResults&searchType=2&placement=1724732&sortBy=date
Inbound Marketing Specialist (Remote),Havi Technology,Thương lượng,Quốc tế,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Marketing Analytics, Inbound Marketing, B2B Marketing, Communication",https://www.vietnamworks.com/inbound-marketing-specialist-remote-1711949-jv?source=searchResults&searchType=2&placement=1712449&sortBy=date
Senior Marketing Executive,Công Ty Cổ Phần Công Nghệ OLLI,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thiết Kế Đồ Họa, Thiết Kế, Photoshop, Graphic Design, Thiết Kế Hình Ảnh",https://www.vietnamworks.com/senior-marketing-executive--1724113-jv?source=searchResults&searchType=2&placement=1724613&sortBy=date
Chuyên Viên Digital Marketing Lương 15-18Tr,Công Ty TNHH SAMJO & PARTNERS,$700 - $850,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Youtube SEO, Social Media Marketing, Marketing Mỹ Phẩm, Google Ads, Digital Marketing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-luong-15-18tr-1719136-jv?source=searchResults&searchType=2&placement=1719636&sortBy=date
Trưởng Phòng Marketing [Tối Thiểu 2 Năm Kinh Nghiệm]Urgent job,Công Ty TNHH Phân Phối Phát Việt - Chi Nhánh Tại TPHCM,Thương lượng,Hồ Chí Minh,28/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Mỹ Phẩm, Management, Marketing Management, Marketing Planning, Analysis Skill",https://www.vietnamworks.com/truong-phong-marketing-toi-thieu-2-nam-kinh-nghiem-1719058-jv?source=searchResults&searchType=2&placement=1719558&sortBy=date
Marketing Executive / Nhân Viên Marketing,TNE Global,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Content, Event Coordination, Marketing Trực Tuyến, Tiếp Thị",https://www.vietnamworks.com/marketing-executive-nhan-vien-marketing--1724134-jv?source=searchResults&searchType=2&placement=1724634&sortBy=date
Account Sự Kiện - Không Yêu Cầu Kinh Nghiệm,Công Ty Cổ Phần Emera,Thương lượng,Hà Nội,12/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tìm Kiếm Khách Hàng, Tổ Chức Sự Kiện, Chăm Sóc Khách Hàng, Thiết Kế Sự Kiện, Tin Học Văn Phòng",https://www.vietnamworks.com/account-su-kien-khong-yeu-cau-kinh-nghiem--1724105-jv?source=searchResults&searchType=2&placement=1724605&sortBy=date
Executive Assistant cum Marketing- Personal Assistant,Sirius Ventures,Thương lượng,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Creative Marketing, Administrative Support, English, Project Management",https://www.vietnamworks.com/executive-assistant-cum-marketing-personal-assistant-1716776-jv?source=searchResults&searchType=2&placement=1717276&sortBy=date
[Tuyển Gấp] Senior Marketing Executive,Qtc Technology,Thương lượng,Bình Dương,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Stragegic Planning, Marketing Planning, Strategic Public Relations Planning, Communication",https://www.vietnamworks.com/tuyen-gap-senior-marketing-executive-1717042-jv?source=searchResults&searchType=2&placement=1717542&sortBy=date
Communications Executive,British Vietnamese International School Hanoi,Thương lượng,Hà Nội,02/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Communication Marketing, Truyền Thông, Digital Marketing, Branding, Communication",https://www.vietnamworks.com/communications-executive--1721369-jv?source=searchResults&searchType=2&placement=1721869&sortBy=date
Chuyên Viên Marketing - Truyền ThôngUrgent job,Cty Cổ Phần Tập Đoàn Vinastone,Thương lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tiếng Anh, Truyền Thông, Quảng Bá Thương Hiệu, Tổ Chức Sự Kiện, Sáng Tạo Nội Dung",https://www.vietnamworks.com/chuyen-vien-marketing-truyen-thong--1716942-jv?source=searchResults&searchType=2&placement=1717442&sortBy=date
Trưởng Phòng Marketing,Công Ty TNHH Tập Đoàn Sapon,$830 - $1250,Hà Nội,01/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Markeing Management, Chiến Dịch Truyền Thông, Tiếng Anh, Đánh Giá Thị Trường, Phân Tích Dữ Liệu",https://www.vietnamworks.com/truong-phong-marketing--1707345-jv?source=searchResults&searchType=2&placement=1707845&sortBy=date
CRM Supervisor,"Al Naboodah International Vietnam Co.,Ltd",Thương lượng,Hồ Chí Minh,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Database Controlling, Customer Experiences, CRM Marketing, CRM, Customer Loyalty Management",https://www.vietnamworks.com/crm-supervisor--1709976-jv?source=searchResults&searchType=2&placement=1710476&sortBy=date
Leader Facebook Ads,Toshiko Việt Nam,$700 - $1500,Hà Nội,01/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thực Phẩm Chức Năng, Facebook Ads, Quảng Cáo, Marketing Y Tế, Kinh Doanh Sữa Bột",https://www.vietnamworks.com/leader-facebook-ads--1721069-jv?source=searchResults&searchType=2&placement=1721569&sortBy=date
Nhân Viên Marketing (Dưới 1 Năm Kinh Nghiệm)Urgent job,Công Ty TNHH Btaskee,$350 - $500,Lâm Đồng,20/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tìm Kiếm Khách Hàng, Chăm Sóc Khách Hàng, Tiếp Thị Sản Phẩm, Báo Cáo Tổng Kết, Marketing Development",https://www.vietnamworks.com/nhan-vien-marketing-duoi-1-nam-kinh-nghiem--1716116-jv?source=searchResults&searchType=2&placement=1716616&sortBy=date
Communications and Campaigns Coordinator,RMIT University Vietnam,Thương lượng,Hồ Chí Minh,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Communication, Student Engagement, Campaign Development, Digital Content Marketing, Social Media Networks",https://www.vietnamworks.com/communications-and-campaigns-coordinator--1721322-jv?source=searchResults&searchType=2&placement=1721822&sortBy=date
Nhân Viên MarketingUrgent job,Công Ty Cổ Phần Prosi Thăng Long,$700 - $1000,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Google Ads, Chụp Ảnh, Quảng Cáo, Social Media",https://www.vietnamworks.com/nhan-vien-marketing--1721280-jv?source=searchResults&searchType=2&placement=1721780&sortBy=date
Trưởng Phòng Marketing,Công Ty TNHH TM DV Happy Phone,Thương lượng,Hồ Chí Minh,21/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Chiến Dịch Truyền Thông, Google Adwords, Social, E-commerce",https://www.vietnamworks.com/truong-phong-marketing--1716677-jv?source=searchResults&searchType=2&placement=1717177&sortBy=date
Trưởng Phòng Marketing,Công Ty Cổ Phần BB Group,Thương lượng,Hà Nội,21/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Quản Trị Kinh Doanh, Quảng Bá Thương Hiệu, Marketing Creation, Marketing Management",https://www.vietnamworks.com/truong-phong-marketing-984--1717054-jv?source=searchResults&searchType=2&placement=1717554&sortBy=date
Media Performance Specialist,Công Ty TNHH Vsita Media,Thương lượng,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Performance Marketing, Digital Marketing, Advertsing Agency, Social Media Ads, Ads",https://www.vietnamworks.com/media-performance-specialist-1716660-jv?source=searchResults&searchType=2&placement=1717160&sortBy=date
Nhân Viên Marketing,Công Ty TNHH Digitran,$347 - $652,Hà Nội,21/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, SEO, Content Marketing, Truyền Thông Nội Bộ, Biên Tập Nội Dung",https://www.vietnamworks.com/nhan-vien-marketing--1716912-jv?source=searchResults&searchType=2&placement=1717412&sortBy=date
Senior Content Creation/social Media SpecialistUrgent job,Turnkey Fba Limited Company,$500 - $1500,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Creating, Content Strategy, Digital Marketing, Thương Mại Online, Media",https://www.vietnamworks.com/senior-content-creation-social-media-specialist-1720904-jv?source=searchResults&searchType=2&placement=1721404&sortBy=date
Giám Đốc Marketing và Truyền Thông,Công Ty Cổ Phần Chứng Khoán KAFI,Từ $1600,Hồ Chí Minh,21/11/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Báo Chí Truyền Thông, Tổ Chức Sự Kiện, Sáng Tạo Nội Dung, Digital",https://www.vietnamworks.com/giam-doc-marketing-va-truyen-thong-3-1703206-jv?source=searchResults&searchType=2&placement=1703706&sortBy=date
Content Marketing,Công Ty Cổ Phần Truyền Thông Sunrise,Thương lượng,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quản Lý Fanpage, Content Fanpage, Tổ Chức Sự Kiện, Sáng Tạo Nội Dung, Nghiên Cứu Thị Trường",https://www.vietnamworks.com/content-marketing-325-1-1--1721168-jv?source=searchResults&searchType=2&placement=1721668&sortBy=date
Chuyên Viên Quản Lý Thanh Khoản Và Nguồn Vốn,Công Ty Cổ Phần Chứng Khoán KAFI,Từ $1000,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Chứng Khoán, Truyền Thông PR",https://www.vietnamworks.com/chuyen-vien-quan-ly-thanh-khoan-va-nguon-von-1705032-jv?source=searchResults&searchType=2&placement=1705532&sortBy=date
Chuyên Viên Cao Cấp Marketing Bất Động Sản,Công Ty CP Tập Đoàn Everland,Thương lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Bất Động Sản, Xây Dựng Thương Hiệu, Báo Chí Truyền Thông, Tư Vấn Chiến Lược Marketing, Quản Lý Fanpage",https://www.vietnamworks.com/chuyen-vien-cao-cap-marketing-bat-dong-san-1717049-jv?source=searchResults&searchType=2&placement=1717549&sortBy=date
Nhân Viên Marketing Kênh Online & Thương Mại Điện Tử - Online & E-Commerce Marketing ExecutiveUrgent job,Công Ty Cổ Phần Hwico,Thương lượng,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Online, SEO, E-commerce, Chiến Dịch Truyền Thông, Phân Tích Thị Trường",https://www.vietnamworks.com/nhan-vien-marketing-kenh-online-thuong-mai-dien-tu-online-e-commerce-marketing-executive-1716632-jv?source=searchResults&searchType=2&placement=1717132&sortBy=date
Trade Marketing (Channel Execution),Sabeco - Tổng Công Ty Cổ Phần Bia - Rượu - Nước Giải Khát Sài Gòn,Thương lượng,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Alcohol Or Beverage, Off Trade, On Trade, FMCG",https://www.vietnamworks.com/trade-marketing-channel-execution-1716811-jv?source=searchResults&searchType=2&placement=1717311&sortBy=date
Chuyên Viên Content Marketing (Lĩnh Vực Mỹ Phẩm)Urgent job,Công Ty TNHH Taehui,Thương lượng,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Viết PR, Content SEO, SEO Writing, Viết Kịch Bản Quảng Cáo",https://www.vietnamworks.com/chuyen-vien-content-marketing-linh-vuc-my-pham--1721181-jv?source=searchResults&searchType=2&placement=1721681&sortBy=date
Chuyên Viên Digital Marketing ( Chạy 2 Nền Tảng)Urgent job,Công Ty TNHH Taehui,Thương lượng,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Google Ads, Xây Dựng Chiến Lược, Marketing Strategy, Video Editing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-chay-2-nen-tang--1721182-jv?source=searchResults&searchType=2&placement=1721682&sortBy=date
Event Intern (Opal),Openasia,Thương lượng,Hồ Chí Minh,21/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Planning, Media, Event, Event Management, Marketing Development",https://www.vietnamworks.com/event-intern-opal-1716657-jv?source=searchResults&searchType=2&placement=1717157&sortBy=date
Marketing Executive,Công Ty Cổ Phần Uniben,$600 - $900,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Branding, Truyền Thông, Quảng Cáo, ATL Communications, BTL Agency",https://www.vietnamworks.com/marketing-executive--1716738-jv?source=searchResults&searchType=2&placement=1717238&sortBy=date
Senior Key Account Manager (E-Commerce),N-Squared Ecommerce Vietnam,Thương lượng,Hồ Chí Minh,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","E Commerce, Account Management, Business Development, Key Accounts, Key Account Management",https://www.vietnamworks.com/senior-key-account-manager-e-commerce--1709338-jv?source=searchResults&searchType=2&placement=1709838&sortBy=date
"Monitoring, Evaluation and Learning (Mel) ManagerUrgent job",USAID Improving Private Sector Competiviveness (IPSC),Thương lượng,Hà Nội,20/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Quản Lý Kênh Truyền Thông, Digital Marketing, Communication, Communication Strategy",https://www.vietnamworks.com/monitoring-evaluation-and-learning-mel-manager-1716260-jv?source=searchResults&searchType=2&placement=1716760&sortBy=date
[Golf Sport/ Luxury Brand] Key Account Manager (Base In Ha Noi)Urgent job,"Emers Vietnam Co., Ltd",Thương lượng,Hà Nội,20/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Consumer Research, Brand Management, Business Development, Key Account Management",https://www.vietnamworks.com/golf-sport-luxury-brand-key-account-manager-base-in-ha-noi-1716536-jv?source=searchResults&searchType=2&placement=1717036&sortBy=date
Trưởng Phòng Nghiên Cứu và Phát Triển,Tasco Joint Stock Company,Thương lượng,Hà Nội,01/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Ngân Hàng Đầu Tư, Nghiên Cứu, Phân Tích Thị Trường",https://www.vietnamworks.com/truong-phong-nghien-cuu-va-phat-trien--1709340-jv?source=searchResults&searchType=2&placement=1709840&sortBy=date
Trưởng Phòng Production,Công Ty TNHH Vsita Media,Thương lượng,Hồ Chí Minh,21/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Production Managent, Production Digital Media, Videos Editor, Illustrator, Design",https://www.vietnamworks.com/truong-phong-production-1716666-jv?source=searchResults&searchType=2&placement=1717166&sortBy=date
[Hot Job] Copywriter,Công Ty TNHH Thương Mại Và Truyền Thông Breathtaking Việt Nam,$500 - $700,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Ý Tưởng Sáng Tạo, Sáng Tạo Nội Dung, Copywriting, Content, Advertsing Agency",https://www.vietnamworks.com/hot-job-copywriter-1709659-jv?source=searchResults&searchType=2&placement=1710159&sortBy=date
Giám Đốc Marketing Sản Phẩm (Product Marketing Director),Tập Đoàn Tân Á Đại Thành,Từ $5000,Hà Nội,21/11/2023,Giám Đốc và Cấp Cao Hơn,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Phát Triển Sản Phẩm, CMO Management, Xây Dựng Chiến Lược, Nghiên Cứu Sản Phẩm",https://www.vietnamworks.com/giam-doc-marketing-san-pham-product-marketing-director-1716841-jv?source=searchResults&searchType=2&placement=1717341&sortBy=date
Seeding Freelance,Golden Owl Consulting,$100 - $200,Hồ Chí Minh,12/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",Freelancing,https://www.vietnamworks.com/seeding-freelance-1721754-jv?source=searchResults&searchType=2&placement=1722254&sortBy=date
Marketing DesignerUrgent job,Thygesen Textile Vietnam,$650 - $1000,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Design, Dựng Video, Thiết Kế Landing Page, Thiết Kế Hình Ảnh Đơn Giản, Photoshop",https://www.vietnamworks.com/marketing-designer--1712071-jv?source=searchResults&searchType=2&placement=1712571&sortBy=date
Insurance Product Marketing Manager,Sun Life Vietnam (Sun Life),Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Insurance, Marketing Plans, Product Launch, Competitors Analysis",https://www.vietnamworks.com/insurance-product-marketing-manager--1723990-jv?source=searchResults&searchType=2&placement=1724490&sortBy=date
Senior Digital MarketingHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",Digital Marketing,https://www.vietnamworks.com/senior-digital-marketing-76-1723949-jv?source=searchResults&searchType=2&placement=1724449&sortBy=date
Marketing Manager,Công Ty TNHH Đầu Tư - Dịch Vụ Hum Việt Nam,Thương lượng,Hồ Chí Minh,11/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Truyền Thông, Sales Digital Marketing, Quảng Cáo, Hospitality Marketing",https://www.vietnamworks.com/marketing-manager--1723927-jv?source=searchResults&searchType=2&placement=1724427&sortBy=date
Digital Marketing Specialist (Logistics Company) (Up to 25 Mil VND/ month)Headhunt jobs,Navigos Search,$800 - $1000,Hồ Chí Minh,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Channel, Digital Marketing",https://www.vietnamworks.com/digital-marketing-specialist-logistics-company-up-to-25-mil-vnd-month-1723924-jv?source=searchResults&searchType=2&placement=1724474&sortBy=date
Nhân Viên Maketing Tổng Hợp (Dưới 1 Năm Kinh Nghiệm),Real Logistics,Thương lượng,Hồ Chí Minh,11/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Social Media Marketing, Truyền Thông, Quảng Cáo, Quảng Bá Thương Hiệu",https://www.vietnamworks.com/nhan-vien-maketing-tong-hop-duoi-1-nam-kinh-nghiem-1723878-jv?source=searchResults&searchType=2&placement=1724428&sortBy=date
